piece,time,letter,triad,sevenths
nan,8.0,A,maj,maj7
nan,8.1,A,maj,maj7
nan,8.2,A,maj,maj7
nan,8.3,A,maj,maj7
nan,8.4,A,maj,maj7
nan,8.5,A,maj,maj7
nan,8.6,A,maj,maj7
nan,8.7,A,maj,maj7
nan,8.8,A,maj,maj7
nan,8.9,A,maj,maj7
nan,9.0,A,maj,maj7
nan,9.1,A,maj,maj7
nan,9.2,A,maj,maj7
nan,9.3,A,maj,maj7
nan,9.4,A,maj,maj7
nan,9.5,A,maj,maj7
nan,9.6,A,maj,maj7
nan,9.7,A,maj,maj7
nan,9.8,A,maj,maj7
nan,9.9,A,maj,maj7
nan,10.0,A,maj,maj7
nan,10.1,A,maj,maj7
nan,10.2,D,maj,na
nan,10.3,D,maj,na
nan,10.4,D,maj,na
nan,10.5,D,maj,na
nan,10.6,D,maj,na
nan,10.7,D,maj,na
nan,10.8,D,maj,na
nan,10.9,D,maj,na
nan,11.0,D,maj,na
nan,11.1,D,maj,na
nan,11.2,D,maj,na
nan,11.3,D,maj,na
nan,11.4,D,maj,na
nan,11.5,D,maj,na
nan,11.6,D,maj,na
nan,11.7,D,maj,na
nan,11.8,D,maj,na
nan,11.9,D,maj,na
nan,12.0,D,maj,na
nan,12.1,D,maj,na
nan,12.2,D,maj,na
nan,12.3,D,maj,na
nan,12.4,D,maj,na
nan,12.5,D,maj,na
nan,12.6,D,maj,na
nan,12.7,D,maj,na
nan,12.8,D,maj,na
nan,12.9,D,maj,na
nan,13.0,D,maj,na
nan,13.1,D,maj,na
nan,13.2,D,maj,na
nan,13.3,D,maj,na
nan,13.4,D,maj,na
nan,13.5,D,maj,na
nan,13.6,D,maj,na
nan,13.7,D,maj,na
nan,13.8,D,maj,na
nan,13.9,D,maj,na
nan,14.0,D,maj,na
nan,14.1,D,maj,na
nan,14.2,D,maj,na
nan,14.3,D,maj,na
nan,14.4,D,maj,na
nan,14.5,D,maj,na
nan,14.6,D,maj,na
nan,14.7,D,maj,na
nan,14.8,D,maj,na
nan,14.9,D,maj,na
nan,15.0,D,maj,na
nan,15.1,D,maj,na
nan,15.2,D,maj,na
nan,15.3,D,maj,na
nan,15.4,D,maj,na
nan,15.5,D,maj,na
nan,15.6,D,maj,na
nan,15.7,D,maj,na
nan,15.8,D,maj,na
nan,15.9,D,maj,na
nan,16.0,D,maj,na
nan,16.1,D,maj,na
nan,16.2,D,maj,na
nan,16.3,D,maj,na
nan,16.4,A,maj,na
nan,16.5,A,maj,na
nan,16.6,A,maj,na
nan,16.7,A,maj,na
nan,16.8,A,maj,na
nan,16.9,A,maj,na
nan,17.0,A,maj,na
nan,17.1,A,aug,na
nan,17.2,A,aug,na
nan,17.3,A,aug,na
nan,17.4,A,aug,na
nan,17.5,A,aug,na
nan,17.6,A,aug,na
nan,17.7,A,aug,na
nan,17.8,A,aug,na
nan,17.9,A,aug,na
nan,18.0,A,aug,na
nan,18.1,A,aug,na
nan,18.2,A,aug,na
nan,18.3,A,aug,na
nan,18.4,A,aug,na
nan,18.5,A,aug,na
nan,18.6,A,aug,na
nan,18.7,A,aug,na
nan,18.8,A,aug,na
nan,18.9,A,aug,na
nan,19.0,A,aug,na
nan,19.1,A,aug,na
nan,19.2,A,aug,na
nan,19.3,A,aug,na
nan,19.4,A,aug,na
nan,19.5,A,aug,na
nan,19.6,A,aug,na
nan,19.7,A,aug,na
nan,19.8,A,aug,na
nan,19.9,A,aug,na
nan,20.0,A,aug,na
orchestra_addon/CrossEra-1602_Bach_CPE_sinfonia_in_b_flat_major_wq._182_no._2.mp3,0.0,na,na,na
nan,0.0,Eb,maj,maj7
nan,0.1,Eb,maj,maj7
nan,0.2,Eb,maj,maj7
nan,0.3,Eb,maj,maj7
nan,0.4,Eb,maj,maj7
nan,0.5,Eb,maj,maj7
nan,0.6,F,maj,maj7
nan,0.7,F,maj,maj7
nan,0.8,F,maj,maj7
nan,0.9,F,maj,maj7
nan,1.0,F,maj,maj7
nan,1.1,F,maj,maj7
nan,1.2,F,maj,maj7
nan,1.3,F,maj,maj7
nan,1.4,F,maj,maj7
nan,1.5,F,maj,maj7
nan,1.6,F,maj,maj7
nan,1.7,F,maj,maj7
nan,1.8,F,maj,maj7
nan,1.9,F,maj,maj7
nan,2.0,F,maj,maj7
nan,2.1,F,maj,maj7
nan,2.2,F,maj,maj7
nan,2.3,F,maj,maj7
nan,2.4,F,maj,maj7
nan,2.5,F,maj,maj7
nan,2.6,F,maj,maj7
nan,2.7,F,maj,maj7
nan,2.8,F,maj,maj7
nan,2.9,F,maj,maj7
nan,3.0,F,maj,maj7
nan,3.1,F,maj,maj7
nan,3.2,F,maj,maj7
nan,3.3,F,maj,maj7
nan,3.4,F,maj,maj7
nan,3.5,F,maj,maj7
nan,3.6,F,maj,maj7
nan,3.7,F,maj,maj7
nan,3.8,F,maj,maj7
nan,3.9,F,maj,maj7
nan,4.0,F,maj,maj7
nan,4.1,F,maj,maj7
nan,4.2,F,maj,maj7
nan,4.3,F,maj,maj7
nan,4.4,F,maj,maj7
nan,4.5,F,maj,maj7
nan,4.6,F,maj,maj7
nan,4.7,F,maj,maj7
nan,4.8,F,maj,maj7
nan,4.9,F,maj,maj7
nan,5.0,F,maj,maj7
nan,5.1,F,maj,maj7
nan,5.2,F,maj,maj7
nan,5.3,F,maj,maj7
nan,5.4,F,maj,maj7
nan,5.5,F,maj,maj7
nan,5.6,F,maj,maj7
nan,5.7,F,maj,maj7
nan,5.8,F,maj,maj7
nan,5.9,F,maj,maj7
nan,6.0,F,maj,maj7
nan,6.1,F,maj,maj7
nan,6.2,F,maj,maj7
nan,6.3,F,maj,maj7
nan,6.4,F,maj,maj7
nan,6.5,F,maj,maj7
nan,6.6,F,maj,na
nan,6.7,F,maj,na
nan,6.8,F,maj,na
nan,6.9,F,maj,na
nan,7.0,F,maj,na
nan,7.1,F,maj,na
nan,7.2,F,maj,na
nan,7.3,F,maj,na
nan,7.4,F,maj,na
nan,7.5,F,maj,na
nan,7.6,F,maj,na
nan,7.7,F,maj,na
nan,7.8,F,maj,na
nan,7.9,F,maj,na
nan,8.0,F,maj,na
nan,8.1,F,maj,na
nan,8.2,F,maj,na
nan,8.3,F,maj,na
nan,8.4,F,maj,na
nan,8.5,F,maj,na
nan,8.6,F,maj,na
nan,8.7,F,maj,na
nan,8.8,F,maj,na
nan,8.9,F,maj,na
nan,9.0,F,maj,na
nan,9.1,F,maj,na
nan,9.2,F,maj,na
nan,9.3,F,maj,na
nan,9.4,F,maj,na
nan,9.5,F,maj,na
nan,9.6,F,maj,na
nan,9.7,F,maj,na
nan,9.8,F,maj,na
nan,9.9,F,maj,na
nan,10.0,F,maj,na
nan,10.1,F,maj,na
nan,10.2,F,maj,na
nan,10.3,F,maj,na
nan,10.4,F,maj,na
nan,10.5,F,maj,na
nan,10.6,F,maj,na
nan,10.7,F,maj,na
nan,10.8,F,maj,na
nan,10.9,F,maj,na
nan,11.0,Bb,maj,maj7
nan,11.1,Bb,maj,maj7
nan,11.2,Bb,maj,maj7
nan,11.3,Bb,maj,maj7
nan,11.4,Bb,maj,maj7
nan,11.5,Bb,maj,maj7
nan,11.6,Bb,maj,maj7
nan,11.7,Bb,maj,maj7
nan,11.8,Bb,maj,maj7
nan,11.9,Bb,maj,maj7
nan,12.0,Bb,maj,maj7
nan,12.1,Bb,maj,maj7
nan,12.2,Bb,maj,maj7
nan,12.3,Bb,maj,maj7
nan,12.4,Bb,maj,maj7
nan,12.5,Bb,maj,maj7
nan,12.6,Bb,maj,maj7
nan,12.7,Bb,maj,maj7
nan,12.8,Bb,maj,maj7
nan,12.9,Bb,maj,maj7
nan,13.0,Bb,maj,maj7
nan,13.1,Bb,maj,maj7
nan,13.2,Bb,maj,maj7
nan,13.3,Bb,maj,maj7
nan,13.4,Bb,maj,maj7
nan,13.5,Bb,maj,maj7
nan,13.6,Bb,maj,maj7
nan,13.7,Bb,maj,maj7
nan,13.8,Bb,maj,maj7
nan,13.9,Bb,maj,maj7
nan,14.0,Bb,maj,maj7
nan,14.1,Bb,maj,maj7
nan,14.2,Bb,maj,maj7
nan,14.3,Bb,maj,maj7
nan,14.4,Bb,maj,maj7
nan,14.5,Bb,maj,maj7
nan,14.6,Bb,maj,maj7
nan,14.7,Bb,maj,maj7
nan,14.8,Bb,maj,maj7
nan,14.9,Bb,maj,maj7
nan,15.0,Bb,maj,maj7
nan,15.1,Bb,maj,maj7
nan,15.2,Bb,maj,maj7
nan,15.3,Bb,maj,maj7
nan,15.4,Bb,maj,maj7
nan,15.5,Bb,maj,maj7
nan,15.6,Bb,maj,maj7
nan,15.7,Bb,maj,maj7
nan,15.8,Bb,maj,maj7
nan,15.9,Bb,maj,maj7
nan,16.0,Bb,maj,maj7
nan,16.1,Bb,maj,maj7
nan,16.2,Bb,maj,maj7
nan,16.3,Bb,maj,maj7
nan,16.4,Bb,maj,maj7
nan,16.5,Bb,maj,maj7
nan,16.6,Bb,dim,dim7
nan,16.7,Bb,dim,dim7
nan,16.8,Bb,dim,dim7
nan,16.9,Bb,dim,dim7
nan,17.0,Bb,dim,dim7
nan,17.1,Bb,dim,dim7
nan,17.2,Bb,dim,dim7
nan,17.3,Bb,dim,dim7
nan,17.4,Bb,dim,dim7
nan,17.5,Bb,dim,dim7
nan,17.6,Bb,dim,dim7
nan,17.7,Bb,dim,dim7
nan,17.8,Bb,dim,dim7
nan,17.9,Bb,dim,dim7
nan,18.0,Bb,dim,dim7
nan,18.1,Bb,dim,dim7
nan,18.2,Bb,dim,dim7
nan,18.3,Bb,dim,dim7
nan,18.4,Bb,dim,dim7
nan,18.5,Bb,dim,dim7
nan,18.6,Bb,dim,dim7
nan,18.7,Bb,dim,dim7
nan,18.8,Bb,dim,dim7
nan,18.9,Bb,dim,dim7
nan,19.0,Bb,dim,dim7
nan,19.1,A,aug,na
nan,19.2,A,aug,na
nan,19.3,A,aug,na
nan,19.4,A,aug,na
nan,19.5,A,aug,na
nan,19.6,A,aug,na
nan,19.7,A,aug,na
nan,19.8,A,aug,na
nan,19.9,A,aug,na
nan,20.0,A,aug,na
orchestra_addon/CrossEra-1603_Bach_CPE_sinfonia_in_b_minor_wq._182_no._5.mp3,0.0,na,na,na
nan,0.0,B,maj,min7
nan,0.1,B,maj,min7
nan,0.2,B,maj,min7
nan,0.3,B,maj,min7
nan,0.4,B,maj,min7
nan,0.5,B,maj,min7
nan,0.6,B,maj,min7
nan,0.7,B,maj,min7
nan,0.8,E,min,na
nan,0.9,E,min,na
nan,1.0,E,min,na
nan,1.1,E,min,na
nan,1.2,E,min,na
nan,1.3,E,min,na
nan,1.4,E,min,na
nan,1.5,E,min,na
nan,1.6,E,min,na
nan,1.7,E,min,na
nan,1.8,E,min,na
nan,1.9,E,min,na
nan,2.0,E,min,na
nan,2.1,E,min,na
nan,2.2,E,min,na
nan,2.3,E,min,na
nan,2.4,E,min,na
nan,2.5,E,min,na
nan,2.6,E,min,na
nan,2.7,E,min,na
nan,2.8,E,min,na
nan,2.9,E,min,na
nan,3.0,E,min,na
nan,3.1,E,min,na
nan,3.2,E,min,na
nan,3.3,E,min,na
nan,3.4,E,min,na
nan,3.5,E,min,na
nan,3.6,E,min,na
nan,3.7,E,min,na
nan,3.8,E,min,na
nan,3.9,E,min,na
nan,4.0,E,min,na
nan,4.1,E,min,na
nan,4.2,E,min,na
nan,4.3,E,min,na
nan,4.4,E,min,na
nan,4.5,E,min,na
nan,4.6,E,min,na
nan,4.7,E,min,na
nan,4.8,E,min,na
nan,4.9,E,min,na
nan,5.0,E,min,na
nan,5.1,E,min,na
nan,5.2,F#,maj,min7
nan,5.3,F#,maj,min7
nan,5.4,F#,maj,min7
nan,5.5,F#,maj,min7
nan,5.6,F#,maj,min7
nan,5.7,F#,maj,min7
nan,5.8,F#,maj,min7
nan,5.9,F#,maj,min7
nan,6.0,F#,maj,min7
nan,6.1,F#,maj,min7
nan,6.2,F#,maj,min7
nan,6.3,F#,maj,min7
nan,6.4,F#,maj,min7
nan,6.5,E,min,min7
nan,6.6,E,min,min7
nan,6.7,E,min,min7
nan,6.8,E,min,min7
nan,6.9,E,min,min7
nan,7.0,E,min,min7
nan,7.1,E,min,min7
nan,7.2,E,min,min7
nan,7.3,E,min,min7
nan,7.4,E,min,min7
nan,7.5,E,min,min7
nan,7.6,E,min,min7
nan,7.7,E,min,min7
nan,7.8,E,min,min7
nan,7.9,E,min,min7
nan,8.0,E,min,min7
nan,8.1,E,min,min7
nan,8.2,E,min,min7
nan,8.3,E,min,min7
nan,8.4,E,min,min7
nan,8.5,E,min,min7
nan,8.6,E,min,min7
nan,8.7,E,min,min7
nan,8.8,E,min,min7
nan,8.9,E,min,min7
nan,9.0,E,min,min7
nan,9.1,E,min,min7
nan,9.2,E,min,min7
nan,9.3,E,min,min7
nan,9.4,E,min,min7
nan,9.5,E,min,min7
nan,9.6,E,min,min7
nan,9.7,E,min,min7
nan,9.8,E,min,min7
nan,9.9,E,min,min7
nan,10.0,E,min,min7
nan,10.1,E,min,min7
nan,10.2,E,min,min7
nan,10.3,E,min,min7
nan,10.4,E,min,min7
nan,10.5,E,min,min7
nan,10.6,E,min,min7
nan,10.7,E,min,min7
nan,10.8,E,min,min7
nan,10.9,A,maj,min7
nan,11.0,A,maj,min7
nan,11.1,A,maj,min7
nan,11.2,A,maj,min7
nan,11.3,A,maj,min7
nan,11.4,A,maj,min7
nan,11.5,A,maj,min7
nan,11.6,A,maj,min7
nan,11.7,A,maj,min7
nan,11.8,A,maj,min7
nan,11.9,A,maj,min7
nan,12.0,A,maj,min7
nan,12.1,A,maj,min7
nan,12.2,A,maj,min7
nan,12.3,A,maj,min7
nan,12.4,A,maj,min7
nan,12.5,A,maj,min7
nan,12.6,A,maj,min7
nan,12.7,A,maj,min7
nan,12.8,A,maj,min7
nan,12.9,A,maj,min7
nan,13.0,Ab,dim,min7
nan,13.1,Ab,dim,min7
nan,13.2,Ab,dim,min7
nan,13.3,Ab,dim,min7
nan,13.4,Ab,dim,min7
nan,13.5,Ab,dim,min7
nan,13.6,Ab,dim,min7
nan,13.7,Ab,dim,min7
nan,13.8,F#,maj,min7
nan,13.9,F#,maj,min7
nan,14.0,F#,maj,min7
nan,14.1,F#,maj,min7
nan,14.2,F#,maj,min7
nan,14.3,F#,maj,min7
nan,14.4,F#,maj,min7
nan,14.5,F#,maj,min7
nan,14.6,F#,maj,min7
nan,14.7,F#,maj,min7
nan,14.8,F#,maj,min7
nan,14.9,F#,maj,min7
nan,15.0,F#,maj,min7
nan,15.1,F#,maj,min7
nan,15.2,F#,maj,min7
nan,15.3,B,min,min7
nan,15.4,B,min,min7
nan,15.5,B,min,min7
nan,15.6,B,min,min7
nan,15.7,B,min,min7
nan,15.8,B,min,min7
nan,15.9,B,min,min7
nan,16.0,B,min,min7
nan,16.1,B,min,min7
nan,16.2,B,min,min7
nan,16.3,B,min,min7
nan,16.4,B,min,min7
nan,16.5,B,min,min7
nan,16.6,B,min,min7
nan,16.7,B,min,min7
nan,16.8,B,min,min7
nan,16.9,B,min,min7
nan,17.0,B,min,min7
nan,17.1,B,min,min7
nan,17.2,B,min,min7
nan,17.3,B,min,min7
nan,17.4,B,min,min7
nan,17.5,B,min,min7
nan,17.6,B,min,min7
nan,17.7,B,min,min7
nan,17.8,B,min,min7
nan,17.9,B,min,min7
nan,18.0,B,min,min7
nan,18.1,B,min,min7
nan,18.2,B,min,min7
nan,18.3,B,min,min7
nan,18.4,B,min,min7
nan,18.5,B,min,min7
nan,18.6,B,min,min7
nan,18.7,F#,maj,maj7
nan,18.8,F#,maj,maj7
nan,18.9,F#,maj,maj7
nan,19.0,F#,maj,maj7
nan,19.1,D,maj,min7
nan,19.2,D,maj,min7
nan,19.3,D,maj,min7
nan,19.4,D,maj,min7
nan,19.5,D,maj,min7
nan,19.6,D,maj,min7
nan,19.7,D,maj,min7
nan,19.8,D,maj,min7
nan,19.9,D,maj,min7
nan,20.0,D,maj,min7
orchestra_addon/CrossEra-1604_Bach_CPE_sinfonia_in_c_major_wq._182_no._3.mp3,0.0,na,na,na
nan,0.0,C,maj,na
nan,0.1,C,maj,na
nan,0.2,C,maj,na
nan,0.3,C,maj,na
nan,0.4,C,maj,na
nan,0.5,C,maj,na
nan,0.6,C,maj,na
nan,0.7,C,maj,na
nan,0.8,C,maj,na
nan,0.9,G,maj,na
nan,1.0,G,maj,na
nan,1.1,G,maj,na
nan,1.2,G,maj,na
nan,1.3,G,maj,na
nan,1.4,G,maj,na
nan,1.5,G,maj,na
nan,1.6,G,maj,na
nan,1.7,G,maj,na
nan,1.8,G,maj,na
nan,1.9,C,maj,na
nan,2.0,C,maj,na
nan,2.1,C,maj,na
nan,2.2,C,maj,na
nan,2.3,C,maj,na
nan,2.4,C,maj,na
nan,2.5,C,maj,na
nan,2.6,C,maj,na
nan,2.7,C,maj,na
nan,2.8,C,maj,na
nan,2.9,C,maj,na
nan,3.0,C,maj,na
nan,3.1,C,maj,na
nan,3.2,C,maj,na
nan,3.3,C,maj,na
nan,3.4,C,maj,na
nan,3.5,F,maj,na
nan,3.6,F,maj,na
nan,3.7,F,maj,na
nan,3.8,F,maj,na
nan,3.9,F,maj,na
nan,4.0,F,maj,na
nan,4.1,F,maj,na
nan,4.2,F,maj,na
nan,4.3,F,maj,na
nan,4.4,F,maj,na
nan,4.5,F,maj,na
nan,4.6,F,maj,na
nan,4.7,F,maj,na
nan,4.8,F,maj,na
nan,4.9,F,maj,na
nan,5.0,C,maj,na
nan,5.1,C,maj,na
nan,5.2,C,maj,na
nan,5.3,C,maj,na
nan,5.4,C,maj,na
nan,5.5,C,maj,na
nan,5.6,C,maj,na
nan,5.7,C,maj,na
nan,5.8,C,maj,na
nan,5.9,C,maj,na
nan,6.0,C,maj,na
nan,6.1,C,maj,na
nan,6.2,C,maj,na
nan,6.3,C,maj,na
nan,6.4,C,maj,na
nan,6.5,C,maj,na
nan,6.6,C,maj,na
nan,6.7,C,maj,na
nan,6.8,D,dim,na
nan,6.9,D,dim,na
nan,7.0,D,dim,na
nan,7.1,D,dim,na
nan,7.2,D,dim,na
nan,7.3,D,dim,na
nan,7.4,D,dim,na
nan,7.5,D,dim,na
nan,7.6,D,dim,na
nan,7.7,D,dim,na
nan,7.8,D,dim,na
nan,7.9,D,dim,na
nan,8.0,D,dim,na
nan,8.1,D,dim,na
nan,8.2,D,dim,na
nan,8.3,D,dim,na
nan,8.4,D,dim,na
nan,8.5,D,dim,na
nan,8.6,D,dim,na
nan,8.7,D,dim,na
nan,8.8,D,dim,na
nan,8.9,D,dim,na
nan,9.0,D,dim,na
nan,9.1,A,maj,min7
nan,9.2,A,maj,min7
nan,9.3,A,maj,min7
nan,9.4,A,maj,min7
nan,9.5,A,maj,min7
nan,9.6,A,maj,min7
nan,9.7,A,maj,min7
nan,9.8,A,maj,min7
nan,9.9,A,maj,min7
nan,10.0,A,maj,min7
nan,10.1,A,maj,min7
nan,10.2,A,maj,min7
nan,10.3,A,maj,min7
nan,10.4,A,maj,min7
nan,10.5,A,maj,min7
nan,10.6,A,maj,min7
nan,10.7,A,maj,min7
nan,10.8,A,maj,min7
nan,10.9,G,maj,maj7
nan,11.0,G,maj,maj7
nan,11.1,G,maj,maj7
nan,11.2,G,maj,maj7
nan,11.3,G,maj,maj7
nan,11.4,G,maj,maj7
nan,11.5,G,maj,maj7
nan,11.6,G,maj,maj7
nan,11.7,G,maj,maj7
nan,11.8,G,maj,maj7
nan,11.9,G,maj,maj7
nan,12.0,G,maj,maj7
nan,12.1,G,maj,maj7
nan,12.2,G,maj,maj7
nan,12.3,G,maj,maj7
nan,12.4,G,maj,maj7
nan,12.5,G,maj,maj7
nan,12.6,C,maj,na
nan,12.7,C,maj,na
nan,12.8,C,maj,na
nan,12.9,C,maj,na
nan,13.0,C,maj,na
nan,13.1,C,maj,na
nan,13.2,C,maj,na
nan,13.3,C,maj,na
nan,13.4,C,maj,na
nan,13.5,C,maj,na
nan,13.6,C,maj,na
nan,13.7,C,maj,na
nan,13.8,C,maj,na
nan,13.9,C,maj,na
nan,14.0,C,maj,na
nan,14.1,C,maj,na
nan,14.2,C,maj,na
nan,14.3,C,maj,na
nan,14.4,C,maj,na
nan,14.5,C,maj,na
nan,14.6,C,maj,na
nan,14.7,C,maj,na
nan,14.8,C,maj,na
nan,14.9,C,maj,na
nan,15.0,C,maj,na
nan,15.1,C,maj,na
nan,15.2,C,maj,na
nan,15.3,C,maj,na
nan,15.4,C,maj,na
nan,15.5,C,maj,na
nan,15.6,C,maj,na
nan,15.7,C,maj,na
nan,15.8,C,maj,na
nan,15.9,D,maj,na
nan,16.0,D,maj,na
nan,16.1,D,maj,na
nan,16.2,D,maj,na
nan,16.3,D,maj,na
nan,16.4,D,maj,na
nan,16.5,D,maj,na
nan,16.6,D,maj,na
nan,16.7,D,maj,na
nan,16.8,D,maj,na
nan,16.9,D,maj,na
nan,17.0,D,maj,na
nan,17.1,D,maj,na
nan,17.2,D,maj,na
nan,17.3,D,maj,na
nan,17.4,D,maj,na
nan,17.5,D,maj,na
nan,17.6,D,maj,na
nan,17.7,C,min,na
nan,17.8,C,min,na
nan,17.9,C,min,na
nan,18.0,C,min,na
nan,18.1,C,min,na
nan,18.2,C,min,na
nan,18.3,C,min,na
nan,18.4,C,min,na
nan,18.5,C,min,na
nan,18.6,C,min,na
nan,18.7,C,min,na
nan,18.8,C,min,na
nan,18.9,C,min,na
nan,19.0,C,min,na
nan,19.1,C,min,na
nan,19.2,C,min,na
nan,19.3,C,min,na
nan,19.4,C,min,na
nan,19.5,C,min,na
nan,19.6,C,min,na
nan,19.7,C,min,na
nan,19.8,C,min,na
nan,19.9,C,min,na
nan,20.0,C,min,na
orchestra_addon/CrossEra-1605_Bach_CPE_sinfonia_in_e_major_wq._182_no._6.mp3,0.0,na,na,na
nan,0.0,C,min,na
nan,0.1,C,min,na
nan,0.2,C,min,na
nan,0.3,C,min,na
nan,0.4,C,min,na
nan,0.5,C,min,na
nan,0.6,C,min,na
nan,0.7,C,min,na
nan,0.8,Bb,dim,min7
nan,0.9,Bb,dim,min7
nan,1.0,Bb,dim,min7
nan,1.1,Bb,dim,min7
nan,1.2,Bb,dim,min7
nan,1.3,Bb,dim,min7
nan,1.4,Bb,dim,min7
nan,1.5,Bb,dim,min7
nan,1.6,Bb,dim,min7
nan,1.7,Bb,dim,min7
nan,1.8,Bb,dim,min7
nan,1.9,Eb,dim,min7
nan,2.0,Eb,dim,min7
nan,2.1,Eb,dim,min7
nan,2.2,Eb,dim,min7
nan,2.3,Eb,dim,min7
nan,2.4,Eb,dim,min7
nan,2.5,Eb,dim,min7
nan,2.6,Eb,dim,min7
nan,2.7,Eb,dim,min7
nan,2.8,Eb,dim,min7
nan,2.9,Eb,dim,min7
nan,3.0,Eb,dim,min7
nan,3.1,Eb,dim,min7
nan,3.2,Eb,dim,min7
nan,3.3,Eb,dim,min7
nan,3.4,Eb,dim,min7
nan,3.5,Eb,dim,min7
nan,3.6,Eb,dim,min7
nan,3.7,Eb,dim,min7
nan,3.8,Eb,dim,min7
nan,3.9,A,maj,maj7
nan,4.0,A,maj,maj7
nan,4.1,A,maj,maj7
nan,4.2,A,maj,maj7
nan,4.3,A,maj,maj7
nan,4.4,A,maj,maj7
nan,4.5,A,maj,maj7
nan,4.6,A,maj,maj7
nan,4.7,A,maj,maj7
nan,4.8,A,maj,maj7
nan,4.9,A,maj,maj7
nan,5.0,A,maj,maj7
nan,5.1,A,maj,maj7
nan,5.2,A,maj,maj7
nan,5.3,A,maj,maj7
nan,5.4,A,maj,maj7
nan,5.5,A,maj,maj7
nan,5.6,A,maj,maj7
nan,5.7,A,maj,maj7
nan,5.8,A,maj,maj7
nan,5.9,A,maj,maj7
nan,6.0,A,maj,maj7
nan,6.1,A,maj,maj7
nan,6.2,A,maj,maj7
nan,6.3,A,maj,maj7
nan,6.4,A,maj,maj7
nan,6.5,A,maj,maj7
nan,6.6,A,maj,maj7
nan,6.7,A,maj,maj7
nan,6.8,A,maj,maj7
nan,6.9,A,maj,maj7
nan,7.0,A,maj,maj7
nan,7.1,A,maj,maj7
nan,7.2,A,maj,maj7
nan,7.3,A,maj,maj7
nan,7.4,B,maj,na
nan,7.5,B,maj,na
nan,7.6,B,maj,na
nan,7.7,B,maj,na
nan,7.8,B,maj,na
nan,7.9,B,maj,na
nan,8.0,B,maj,na
nan,8.1,B,maj,na
nan,8.2,B,maj,na
nan,8.3,B,maj,na
nan,8.4,B,maj,na
nan,8.5,A,maj,maj7
nan,8.6,A,maj,maj7
nan,8.7,A,maj,maj7
nan,8.8,A,maj,maj7
nan,8.9,A,maj,maj7
nan,9.0,A,maj,maj7
nan,9.1,A,maj,maj7
nan,9.2,A,maj,maj7
nan,9.3,A,maj,maj7
nan,9.4,A,maj,maj7
nan,9.5,A,maj,maj7
nan,9.6,A,maj,maj7
nan,9.7,A,maj,maj7
nan,9.8,A,maj,maj7
nan,9.9,A,maj,maj7
nan,10.0,A,maj,maj7
nan,10.1,A,maj,maj7
nan,10.2,A,maj,maj7
nan,10.3,A,maj,maj7
nan,10.4,A,maj,maj7
nan,10.5,A,maj,maj7
nan,10.6,A,maj,maj7
nan,10.7,A,maj,maj7
nan,10.8,A,maj,maj7
nan,10.9,A,maj,maj7
nan,11.0,A,maj,maj7
nan,11.1,A,maj,maj7
